exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
bosu-ball-squat,Bosu Ball Squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
exercise-ball-bulgarian-split-squat,Exercise ball Bulgarian split squat,Quadriceps,quadricepss,glutes;hamstrings;core,squat
internal-rotation-with-band,Internal Rotation with Band,Shoulders,shoulderss,,rotational
band-pull-apart,Band Pull Apart,Shoulders,shoulderss,,push
back-flyes-with-bands,Back Flyes - With Bands,Shoulders,shoulderss,,push
lateral-raise-with-bands,Lateral Raise - With Bands,Shoulders,shoulderss,,push
shoulder-press-with-bands,Shoulder Press - With Bands,Shoulders,shoulderss,triceps;shoulders,push
external-rotation-with-band,External Rotation with Band,Shoulders,shoulderss,,rotational
fyr-band-pull-apart,FYR Band Pull-Apart,Shoulders,shoulderss,,push
hm-lateral-raise,HM Lateral Raise,Shoulders,shoulderss,,push
rusin-banded-over-and-back,Rusin Banded Over-And-Back,Shoulders,shoulderss,,push
rusin-banded-face-pull,Rusin Banded Face Pull,Shoulders,shoulderss,,push
up-band-pull-apart,UP Band Pull-Apart,Shoulders,shoulderss,,push
jordan-shallow-band-resisted-thread-the-needle,Jordan Shallow Band-Resisted Thread the Needle,Shoulders,shoulderss,,push
30-shoulders-seated-banded-barbell-shoulder-press,30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
band-shoulder-press,Band shoulder press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
band-lateral-raise,Band lateral raise,Shoulders,shoulderss,,push
band-upright-row,Band upright row,Shoulders,shoulderss,biceps;forearms,pull
staggered-stance-band-shoulder-press,Staggered-stance band shoulder press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
single-arm-banded-landmine-press,Single-arm banded landmine press,Shoulders,shoulderss,triceps;shoulders,push
band-front-raise-rear-fly-row-combo,Band front raise rear fly row combo,Shoulders,shoulderss,biceps;forearms,pull
jordan-shallow-foam-roller-thoracic-extension,Jordan Shallow Foam Roller Thoracic Extension,Shoulders,shoulderss,forearms,push
jordan-shallow-thread-the-needle-with-foam-roller,Jordan Shallow Thread the Needle (with Foam Roller),Shoulders,shoulderss,,push
clean-and-press,Clean and press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
clean-and-jerk,Clean and jerk,Shoulders,shoulderss,triceps;upper_chest,push
military-press,Military press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
seated-barbell-shoulder-press,Seated barbell shoulder press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
snatch-grip-behind-the-neck-overhead-press,Snatch-Grip Behind-The-Neck Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
standing-bradford-press,Standing Bradford press,Shoulders,shoulderss,triceps;shoulders,push
barbell-shoulder-press,Barbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
barbell-rear-delt-bent-over-row,Barbell rear delt bent-over row,Shoulders,shoulderss,biceps;forearms,pull
barbell-upright-row,Barbell upright row,Shoulders,shoulderss,biceps;forearms,pull
bradford-rocky-presses,Bradford/Rocky Presses,Shoulders,shoulderss,,push
lying-rear-delt-fly,Lying rear delt fly,Shoulders,shoulderss,triceps;shoulders,push
machine-shoulder-military-press,Machine Shoulder (Military) Press,Shoulders,shoulderss,triceps;shoulders,push
standing-barbell-press-behind-neck,Standing Barbell Press Behind Neck,Shoulders,shoulderss,triceps;shoulders,push
barbell-front-raise,Barbell front raise,Shoulders,shoulderss,,push
overhead-bar-front-raise,Overhead bar front raise,Shoulders,shoulderss,triceps;upper_chest,push
incline-barbell-shoulder-protraction,Incline barbell shoulder protraction,Shoulders,shoulderss,,push
behind-the-head-push-press,Behind-the-head push-press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
rack-delivery,Rack Delivery,Shoulders,shoulderss,,push
smith-incline-shoulder-raise,Smith Incline Shoulder Raise,Shoulders,shoulderss,,push
tall-muscle-snatch,Tall Muscle Snatch,Shoulders,shoulderss,,push
axle-clean-and-press,Axle Clean And Press,Shoulders,shoulderss,triceps;shoulders,push
jerk-balance,Jerk Balance,Shoulders,shoulderss,,push
seated-ez-bar-shrug,Seated EZ-bar shrug,Shoulders,shoulderss,,push
paul-carter-barbell-seated-military-press,Paul Carter Barbell Seated Military Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
tbs-barbell-military-press,TBS Barbell Military Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
incline-front-barbell-raise-gethin-variation,Incline Front Barbell Raise - Gethin Variation,Shoulders,shoulderss,triceps;shoulders,push
barbell-front-raise-gethin-variation,Barbell Front Raise - Gethin Variation,Shoulders,shoulderss,,push
single-arm-barbell-lateral-raise,Single-arm barbell lateral raise,Shoulders,shoulderss,,push
am-upright-row,AM Upright Row,Shoulders,shoulderss,biceps;forearms,pull
am-barbell-shoulder-press,AM Barbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
standing-barbell-shoulder-press,Standing barbell shoulder press,Shoulders,shoulderss,triceps;shoulders,push
king-maker-barbell-thruster,King Maker Barbell Thruster,Shoulders,shoulderss,triceps;shoulders;glutes,push
single-arm-incline-cable-cross-over,Single-arm incline cable cross-over,Shoulders,shoulderss,triceps;shoulders,push
barbell-bear-complex,Barbell bear complex,Shoulders,shoulderss,triceps;shoulders;glutes,push
30-shoulders-barbell-shrug,30 Shoulders Barbell Shrug,Shoulders,shoulderss,,push
30-shoulders-incline-face-up-straight-bar-front-raise,30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders,shoulderss,,push
30-shoulders-seated-dumbbell-shoulder-press,30 Shoulders Seated Dumbbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-standing-behind-the-head-shoulder-press,30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-standing-barbell-press,30 Shoulders Standing Barbell Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-wide-overhead-press,FYR2 Wide Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
single-arm-kettlebell-push-press,Single-arm kettlebell push-press,Shoulders,shoulderss,triceps;shoulders,push
two-arm-kettlebell-military-press,Two-Arm Kettlebell Military Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
alternating-kettlebell-press,Alternating Kettlebell Press,Shoulders,shoulderss,triceps;shoulders,push
single-arm-kettlebell-snatch,Single-arm kettlebell snatch,Shoulders,shoulderss,triceps;upper_chest,push
single-arm-kettlebell-clean-and-jerk,Single-arm kettlebell clean and jerk,Shoulders,shoulderss,triceps;shoulders,push
kettlebell-pirate-ship,Kettlebell pirate ship,Shoulders,shoulderss,,push
two-arm-kettlebell-clean,Two-Arm Kettlebell Clean,Shoulders,shoulderss,,push
double-kettlebell-push-press,Double Kettlebell Push Press,Shoulders,shoulderss,triceps;shoulders,push
kettlebell-seated-press,Kettlebell Seated Press,Shoulders,shoulderss,triceps;shoulders,push
double-kettlebell-jerk,Double Kettlebell Jerk,Shoulders,shoulderss,,push
kettlebell-arnold-press,Kettlebell Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
double-kettlebell-windmill,Double-kettlebell windmill,Shoulders,shoulderss,triceps;upper_chest,push
one-arm-kettlebell-split-snatch,One-Arm Kettlebell Split Snatch,Shoulders,shoulderss,,push
one-arm-kettlebell-para-press,One-Arm Kettlebell Para Press,Shoulders,shoulderss,triceps;shoulders,push
one-arm-kettlebell-split-jerk,One-Arm Kettlebell Split Jerk,Shoulders,shoulderss,,push
one-arm-kettlebell-military-press-to-the-side,One-Arm Kettlebell Military Press To The Side,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
one-arm-kettlebell-jerk,One-Arm Kettlebell Jerk,Shoulders,shoulderss,,push
double-kettlebell-snatch,Double Kettlebell Snatch,Shoulders,shoulderss,,push
two-arm-kettlebell-jerk,Two-Arm Kettlebell Jerk,Shoulders,shoulderss,,push
fyr-kettlebell-power-clean,FYR Kettlebell Power Clean,Shoulders,shoulderss,,push
kettlebell-upright-row,Kettlebell upright row,Shoulders,shoulderss,biceps;forearms,pull
kettlebell-upright-row-and-press,Kettlebell upright row and press,Shoulders,shoulderss,triceps;shoulders;biceps,push
single-arm-kettlebell-thruster,Single-arm kettlebell thruster,Shoulders,shoulderss,triceps;shoulders;glutes,push
double-kettlebell-shoulder-press,Double-kettlebell shoulder press,Shoulders,shoulderss,triceps;shoulders,push
double-kettlebell-push-press,Double-kettlebell push-press,Shoulders,shoulderss,triceps;shoulders,push
hm-kettlebell-windmill,HM Kettlebell Windmill,Shoulders,shoulderss,,push
hm-kettlebell-z-press,HM Kettlebell Z-Press,Shoulders,shoulderss,triceps;shoulders,push
taylor-half-kneeling-kettlebell-halo,Taylor Half-Kneeling Kettlebell Halo,Shoulders,shoulderss,,push
taylor-towel-kettlebell-farmer-s-walk,Taylor Towel Kettlebell Farmer's Walk,Shoulders,shoulderss,traps;forearms;core,carry
fyr2-double-kettlebell-alternating-press,FYR2 Double-Kettlebell Alternating Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-double-kettlebell-thruster,FYR2 Double-Kettlebell Thruster,Shoulders,shoulderss,,push
fyr2-half-kneeling-kettlebell-clean,FYR2 Half-Kneeling Kettlebell Clean,Shoulders,shoulderss,,push
fyr2-kettlebell-clean-and-press,FYR2 Kettlebell Clean and Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-kettlebell-high-pull-to-overhead-press,FYR2 Kettlebell High Pull to Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
fyr2-kettlebell-swing-clean-and-press,FYR2 Kettlebell Swing Clean and Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-single-arm-kettlebell-press,FYR2 Single-Arm Kettlebell Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-ascending-rep-high-pull-press-complex,FYR2 Ascending-Rep High-Pull-Press Complex,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-front-raise-to-lateral-raise,Dumbbell front raise to lateral raise,Shoulders,shoulderss,,push
single-arm-palm-in-dumbbell-shoulder-press,Single-arm palm-in dumbbell shoulder press,Shoulders,shoulderss,triceps;shoulders,push
standing-palms-in-shoulder-press,Standing palms-in shoulder press,Shoulders,shoulderss,triceps;shoulders,push
seated-dumbbell-press,Seated Dumbbell Press,Shoulders,shoulderss,triceps;shoulders,push
standing-dumbbell-shoulder-press,Standing dumbbell shoulder press,Shoulders,shoulderss,triceps;shoulders,push
single-arm-lateral-raise,Single-arm lateral raise,Shoulders,shoulderss,,push
power-partials,Power Partials,Shoulders,shoulderss,,push
incline-dumbbell-reverse-fly,Incline dumbbell reverse fly,Shoulders,shoulderss,,push
overhead-dumbbell-front-raise,Overhead dumbbell front raise,Shoulders,shoulderss,triceps;upper_chest,push
seated-dumbbell-shoulder-press,Seated dumbbell shoulder press,Shoulders,shoulderss,triceps;shoulders,push
alternating-standing-shoulder-press,Alternating standing shoulder press,Shoulders,shoulderss,triceps;shoulders,push
single-arm-incline-rear-delt-raise,Single-arm incline rear delt raise,Shoulders,shoulderss,,push
alternating-dumbbell-front-raise,Alternating dumbbell front raise,Shoulders,shoulderss,,push
alternating-deltoid-raise,Alternating Deltoid Raise,Shoulders,shoulderss,,push
single-dumbbell-front-raise,Single-dumbbell front raise,Shoulders,shoulderss,,push
arnold-press,Arnold press,Shoulders,shoulderss,triceps;shoulders,push
single-arm-standing-shoulder-press,Single-arm standing shoulder press,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-front-raise,Dumbbell front raise,Shoulders,shoulderss,,push
bent-over-dumbbell-rear-delt-row,Bent-over dumbbell rear delt row,Shoulders,shoulderss,biceps;forearms,pull
incline-dumbbell-front-raise,Incline dumbbell front raise,Shoulders,shoulderss,triceps;shoulders,push
side-lateral-raise,Side Lateral Raise,Shoulders,shoulderss,,push
dumbbell-external-shoulder-rotation,Dumbbell external shoulder rotation,Shoulders,shoulderss,,rotational
single-arm-incline-lateral-raise,Single-arm incline lateral raise,Shoulders,shoulderss,triceps;shoulders,push
seated-rear-delt-fly,Seated rear delt fly,Shoulders,shoulderss,,push
dumbbell-raise,Dumbbell Raise,Shoulders,shoulderss,,push
seated-side-lateral-raise,Seated Side Lateral Raise,Shoulders,shoulderss,,push
dumbbell-lying-rear-lateral-raise,Dumbbell Lying Rear Lateral Raise,Shoulders,shoulderss,,push
head-on-bench-dumbbell-rear-delt-raise,Head-on-bench dumbbell rear delt raise,Shoulders,shoulderss,triceps;shoulders,push
cuban-press,Cuban press,Shoulders,shoulderss,triceps;shoulders,push
reverse-flyes-with-external-rotation,Reverse Flyes With External Rotation,Shoulders,shoulderss,,rotational
single-arm-side-lying-rear-fly,Single-arm side lying rear fly,Shoulders,shoulderss,triceps;shoulders,push
single-arm-dumbbell-upright-row,Single-arm dumbbell upright row,Shoulders,shoulderss,biceps;forearms,pull
dumbbell-scaption,Dumbbell Scaption,Shoulders,shoulderss,,push
see-saw-press-alternating-side-press,See-Saw Press (Alternating Side Press),Shoulders,shoulderss,triceps;shoulders,push
dumbbell-incline-shoulder-raise,Dumbbell Incline Shoulder Raise,Shoulders,shoulderss,,push
single-arm-half-kneeling-shoulder-press,Single-arm half-kneeling shoulder press,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-clean-and-jerk,Dumbbell Clean And Jerk,Shoulders,shoulderss,,push
dumbbell-shoulder-press-with-body-rotation,Dumbbell shoulder press with body rotation,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
dumbbell-fix-dumbbell-military-press,Dumbbell Fix Dumbbell Military Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
dumbbell-fix-standing-dumbbell-arnold-press,Dumbbell Fix Standing Dumbbell Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-fix-dumbbell-single-arm-snatch,Dumbbell Fix Dumbbell Single-Arm Snatch,Shoulders,shoulderss,,push
paul-carter-rear-delt-fly,Paul Carter Rear-Delt Fly,Shoulders,shoulderss,,push
fyr-dumbbell-shoulder-press,FYR Dumbbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
fyr-single-arm-dumbbell-press,FYR Single-Arm Dumbbell Press,Shoulders,shoulderss,triceps;shoulders,push
fyr-dumbbell-tempo-l-raise,FYR Dumbbell Tempo L-Raise,Shoulders,shoulderss,,push
dumbbell-seesaw-shoulder-press,Dumbbell seesaw shoulder press,Shoulders,shoulderss,triceps;shoulders,push
fyr-dumbbell-front-raise-to-lateral-raise,FYR Dumbbell front raise to lateral raise,Shoulders,shoulderss,,push
fyr-dumbbell-arnold-press,FYR Dumbbell Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
fyr-dumbbell-military-press-to-dumbbell-high-pull-to-v-up,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
fyr-dumbbell-thruster,FYR Dumbbell Thruster,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
dumbbell-hang-snatch,Dumbbell hang snatch,Shoulders,shoulderss,,push
surfer-sprawl,Surfer sprawl,Shoulders,shoulderss,obliques;lower_back,push
dumbbell-clean-and-press,Dumbbell clean and press,Shoulders,shoulderss,triceps;shoulders,push
standing-one-arm-shoulder-press-gethin-variation,Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,shoulderss,triceps;shoulders,push
incline-front-dumbbell-raise-gethin-variation,Incline Front Dumbbell Raise - Gethin Variation,Shoulders,shoulderss,,push
dumbbell-lateral-raise,Dumbbell lateral raise,Shoulders,shoulderss,,push
incline-rear-delt-fly-gethin-variation,Incline Rear-Delt Fly - Gethin Variation,Shoulders,shoulderss,,push
incline-bench-rear-dumbbell-fly-gethin-variation,Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-front-raise-and-press,Dumbbell front raise and press,Shoulders,shoulderss,triceps;shoulders,push
rotator-cuff-warm-up,Rotator cuff warm-up,Shoulders,shoulderss,,push
seated-lateral-raise-gethin-variation,Seated Lateral Raise - Gethin Variation,Shoulders,shoulderss,,push
single-arm-dumbbell-arc-row,Single-arm dumbbell arc row,Shoulders,shoulderss,biceps;forearms,pull
incline-rear-delt-raises-gethin-variation,Incline Rear Delt Raises - Gethin Variation,Shoulders,shoulderss,,push
incline-dumbbell-y-raise,Incline Dumbbell Y Raise,Shoulders,shoulderss,,push
hm-bent-over-rear-delt-fly,HM Bent-Over Rear-Delt Fly,Shoulders,shoulderss,,push
hm-dumbbell-shoulder-press,HM Dumbbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
hm-single-leg-overhead-dumbbell-press,HM Single-Leg Overhead Dumbbell Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
6-way-shoulder-raise,6 Way Shoulder Raise,Shoulders,shoulderss,,push
seated-dumbbell-lateral-raise,Seated dumbbell lateral raise,Shoulders,shoulderss,triceps;shoulders,push
am-dumbbell-shoulder-press,AM Dumbbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
am-dumbbell-side-raise,AM Dumbbell Side Raise,Shoulders,shoulderss,,push
am-front-raise,AM Front Raise,Shoulders,shoulderss,,push
up-dumbbell-lateral-raise,UP Dumbbell Lateral Raise,Shoulders,shoulderss,,push
up-seated-dumbbell-overhead-press,UP Seated Dumbbell Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
aa-incline-bench-dumbbell-reverse-fly,AA Incline Bench Dumbbell Reverse Fly,Shoulders,shoulderss,triceps;shoulders,push
cm-forward-shoulder-press,CM Forward Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
dumbbell-halo,Dumbbell Halo,Shoulders,shoulderss,,push
standing-dumbbell-scap-raise,Standing Dumbbell Scap Raise,Shoulders,shoulderss,,push
holman-overhead-press,Holman Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-slow-weighted-half-jack-to-overhead-press,Holman Slow Weighted Half Jack to Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-slow-arnold-press,Holman Slow Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
holman-boat-arnold-press-with-feet-push-out,Holman Boat Arnold Press with Feet Push-Out,Shoulders,shoulderss,triceps;shoulders,push
holman-dumbbell-hip-drive-to-overhead-press,Holman Dumbbell Hip Drive to Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-squat-thrust-to-alternating-renegade-triceps-press,Holman Squat Thrust to Alternating Renegade Triceps Press,Shoulders,shoulderss,triceps;shoulders;glutes,push
holman-cheer-press,Holman Cheer Press,Shoulders,shoulderss,triceps;shoulders,push
holman-left-arm-press-with-right-arm-hold,Holman Left Arm Press with Right Arm Hold,Shoulders,shoulderss,triceps;shoulders,push
holman-right-arm-press-with-left-arm-hold,Holman Right Arm Press with Left Arm Hold,Shoulders,shoulderss,triceps;shoulders,push
holman-left-front-raise-with-right-hold,Holman Left Front Raise with Right Hold,Shoulders,shoulderss,,push
holman-right-front-raise-with-left-hold,Holman Right Front Raise with Left Hold,Shoulders,shoulderss,,push
holman-alternating-front-raise-to-side-raise,Holman Alternating Front Raise to Side Raise,Shoulders,shoulderss,,push
holman-heavy-right-arm-overhead-press,Holman Heavy Right Arm Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-heavy-left-arm-overhead-press,Holman Heavy Left Arm Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-right-arm-heavy-overhead-press,Holman Right Arm Heavy Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-right-diagonal-lunge-to-overhead-press,Holman Right Diagonal Lunge to Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-left-arm-heavy-overhead-press,Holman Left Arm Heavy Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
holman-weighted-palms-in-overhead-press,Holman Weighted Palms-In Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
dumbbell-racked-carry,Dumbbell racked carry,Shoulders,shoulderss,glutes;hamstrings;lower_back,carry
dumbbell-clean-and-push-press,Dumbbell clean and push-press,Shoulders,shoulderss,triceps;shoulders,push
total-fitness-dumbbell-farmer-s-carry,Total Fitness Dumbbell Farmer's Carry,Shoulders,shoulderss,glutes;hamstrings;lower_back,carry
single-arm-dumbbell-racked-carry,Single-arm dumbbell racked carry,Shoulders,shoulderss,glutes;hamstrings;lower_back,carry
jordan-shallow-dumbbell-pull-over,Jordan Shallow Dumbbell Pull-Over,Shoulders,shoulderss,,push
king-maker-dumbbell-lateral-raise,King Maker Dumbbell Lateral Raise,Shoulders,shoulderss,,push
dumbbell-shadow-boxing,Dumbbell shadow boxing,Shoulders,shoulderss,,push
king-maker-dumbbell-farmer-s-carry,King Maker Dumbbell Farmer's Carry,Shoulders,shoulderss,glutes;hamstrings;lower_back,carry
king-maker-dumbbell-shrug,King Maker Dumbbell Shrug,Shoulders,shoulderss,,push
30-shoulders-alternating-dumbbell-front-raise,30 Shoulders Alternating Dumbbell Front Raise,Shoulders,shoulderss,,push
30-shoulders-bent-over-dumbbell-reverse-fly,30 Shoulders Bent-Over Dumbbell Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-dumbbell-front-raise,30 Shoulders Dumbbell Front Raise,Shoulders,shoulderss,,push
30-shoulders-dumbbell-lateral-raise,30 Shoulders Dumbbell Lateral Raise,Shoulders,shoulderss,,push
30-shoulders-dumbbell-shrug,30 Shoulders Dumbbell Shrug,Shoulders,shoulderss,,push
30-shoulders-incline-face-down-dumbbell-reverse-fly,30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-seated-dumbbell-front-raise,30 Shoulders Seated Dumbbell Front Raise,Shoulders,shoulderss,,push
30-shoulders-seated-dumbbell-side-raise,30 Shoulders Seated Dumbbell Side Raise,Shoulders,shoulderss,,push
30-shoulders-neutral-grip-arnold-press,30 Shoulders Neutral-Grip Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-standing-dumbbell-upright-row,30 Shoulders Standing Dumbbell Upright Row,Shoulders,shoulderss,biceps;forearms,pull
metaburn-3-way-shoulder-raise,MetaBurn 3-Way Shoulder Raise,Shoulders,shoulderss,,push
metaburn-dumbbell-overhead-press,MetaBurn Dumbbell Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
metaburn-single-leg-arnold-press,MetaBurn Single-Leg Arnold Press,Shoulders,shoulderss,triceps;shoulders,push
rg-forward-leaning-dumbbell-upright-row,RG Forward-Leaning Dumbbell Upright Row,Shoulders,shoulderss,biceps;forearms,pull
rg-alternating-seated-dumbbell-lateral-raise,RG Alternating Seated Dumbbell Lateral Raise,Shoulders,shoulderss,,push
rg-seated-dumbbell-shoulder-press,RG Seated Dumbbell Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
fyr2-dumbbell-clean-and-jerk,FYR2 Dumbbell Clean and Jerk,Shoulders,shoulderss,,push
fyr2-dumbbell-cross-body-front-raise,FYR2 Dumbbell Cross-Body Front Raise,Shoulders,shoulderss,,push
fyr2-dumbbell-front-raise,FYR2 Dumbbell Front Raise,Shoulders,shoulderss,,push
fyr2-dumbbell-lateral-raise,FYR2 Dumbbell Lateral Raise,Shoulders,shoulderss,,push
fyr2-lateral-raise-hold,FYR2 Lateral Raise Hold,Shoulders,shoulderss,,push
fyr2-seesaw-dumbbell-military-press,FYR2 Seesaw Dumbbell Military Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
fyr2-single-dumbbell-halo,FYR2 Single-Dumbbell Halo,Shoulders,shoulderss,,push
fyr2-single-dumbbell-overhead-press,FYR2 Single-Dumbbell Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
car-driver,Car driver,Shoulders,shoulderss,,push
arnold-press,Arnold press,Shoulders,shoulderss,triceps;shoulders,push
front-plate-raise,Front Plate Raise,Shoulders,shoulderss,,push
battle-ropes,Battle ropes,Shoulders,shoulderss,,push
seated-rear-delt-fly,Seated rear delt fly,Shoulders,shoulderss,,push
circus-bell,Circus Bell,Shoulders,shoulderss,,push
landmine-linear-jammer,Landmine Linear Jammer,Shoulders,shoulderss,,push
crucifix,Crucifix,Shoulders,shoulderss,,push
bar-shoulder-extension-stretch,Bar shoulder extension stretch,Shoulders,shoulderss,triceps;upper_chest;forearms,push
chair-upper-body-stretch,Chair Upper Body Stretch,Shoulders,shoulderss,,push
sled-reverse-flye,Sled Reverse Flye,Shoulders,shoulderss,,push
plate-shoulder-circle-big-to-small,Plate shoulder circle big to small,Shoulders,shoulderss,,push
sled-overhead-backward-walk,Sled Overhead Backward Walk,Shoulders,shoulderss,triceps;upper_chest,push
log-lift,Log Lift,Shoulders,shoulderss,,push
standing-suspended-rear-delt-fly,Standing suspended rear delt fly,Shoulders,shoulderss,,push
waiter-s-carry,Waiter's carry,Shoulders,shoulderss,triceps;upper_chest;traps,carry
towel-dumbbell-front-raise,Towel dumbbell front raise,Shoulders,shoulderss,,push
reach-roll-lift-combo,Reach-roll-lift combo,Shoulders,shoulderss,,push
upright-row-gethin-variation,Upright Row - Gethin Variation,Shoulders,shoulderss,biceps;forearms,pull
squat-press-shoulder-press-gethin-variation,Squat Press Shoulder Press - Gethin Variation,Shoulders,shoulderss,triceps;shoulders;glutes,push
plate-lateral-raise,Plate lateral raise,Shoulders,shoulderss,,push
standing-military-press-gethin-variation,Standing Military Press - Gethin Variation,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
bent-over-plate-rear-delt-raise,Bent-over plate rear delt raise,Shoulders,shoulderss,,push
single-arm-landmine-press,Single-arm landmine press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
plate-front-raise,Plate front raise,Shoulders,shoulderss,,push
holman-slow-overhead-press,Holman Slow Overhead Press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
30-shoulders-plate-front-raise,30 Shoulders Plate Front Raise,Shoulders,shoulderss,,push
single-arm-landmine-push-press,Single-arm landmine push-press,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
single-arm-cable-front-raise,Single-arm cable front raise,Shoulders,shoulderss,,push
cable-internal-rotation,Cable Internal Rotation,Shoulders,shoulderss,,rotational
seated-face-pull,Seated face pull,Shoulders,shoulderss,,push
single-arm-bent-over-cable-rear-delt-fly,Single-arm bent-over cable rear delt fly,Shoulders,shoulderss,,push
seated-cable-shoulder-press,Seated cable shoulder press,Shoulders,shoulderss,triceps;shoulders,push
standing-face-pull,Standing face pull,Shoulders,shoulderss,,push
standing-cable-rear-delt-row,Standing cable rear delt row,Shoulders,shoulderss,biceps;forearms,pull
standing-low-pulley-deltoid-raise,Standing Low-Pulley Deltoid Raise,Shoulders,shoulderss,,push
standing-crossed-cable-rear-delt-fly,Standing crossed-cable rear delt fly,Shoulders,shoulderss,,push
cable-shoulder-press,Cable Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
alternating-cable-shoulder-press,Alternating Cable Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
cable-seated-lateral-raise,Cable Seated Lateral Raise,Shoulders,shoulderss,,push
single-arm-lying-cable-front-raise,Single-arm lying cable front raise,Shoulders,shoulderss,triceps;shoulders,push
lying-cable-front-raise,Lying cable front raise,Shoulders,shoulderss,triceps;shoulders,push
cable-rear-delt-fly-gethin-variation,Cable Rear Delt Fly - Gethin Variation,Shoulders,shoulderss,,push
one-arm-cable-side-raise-gethin-variation,One-Arm Cable Side Raise - Gethin Variation,Shoulders,shoulderss,,push
rope-face-pull-gethin-variation,Rope Face Pull - Gethin Variation,Shoulders,shoulderss,,push
lying-cable-lateral-raise,Lying cable lateral raise,Shoulders,shoulderss,,push
